# s  	mu_x  	mu_y  	beta_x  	beta_y  	alpha_x  	alpha_y  	D_x  	D_y  	Dp_x  	Dp_y
1.430913900000000012e+03 4.150952372999999973e+00 4.193794003999999909e+00 4.680466112999999950e+01 7.401126723999999513e+01 1.002264204000000047e+00 -1.479906154000000029e+00 3.809133667999999862e+00 0.000000000000000000e+00 -2.372231636999999962e-02 0.000000000000000000e+00
1.437553900000000112e+03 4.177037191000000149e+00 4.206373271000000358e+00 3.538295320000000288e+01 9.555879652000000135e+01 7.178918102000000356e-01 -1.765032273000000096e+00 3.678069595000000191e+00 0.000000000000000000e+00 -1.527162733999999980e-02 0.000000000000000000e+00
1.442981600000000071e+03 4.203607896000000288e+00 4.214744585000000043e+00 3.226821165999999863e+01 1.040906592999999987e+02 -6.222026752000000549e-01 1.857924603999999924e+00 3.796884370999999980e+00 0.000000000000000000e+00 1.164119344999999944e-01 0.000000000000000000e+00
1.449591599999999971e+03 4.232212192999999623e+00 4.226183912999999848e+00 4.237181898000000047e+01 8.139106777000000648e+01 -9.063481665999999493e-01 1.576137348000000049e+00 4.592808938000000119e+00 0.000000000000000000e+00 1.248626235000000056e-01 0.000000000000000000e+00
1.456231600000000071e+03 4.253915447999999877e+00 4.241041159999999977e+00 5.630325572999999650e+01 6.234233892999999682e+01 -1.191783288999999968e+00 1.292591315999999990e+00 5.448337809999999948e+00 0.000000000000000000e+00 1.333133126000000113e-01 0.000000000000000000e+00
1.462881599999999935e+03 4.270335112999999794e+00 4.260634382000000109e+00 7.405477707999999382e+01 4.704159417000000332e+01 -1.477648287999999921e+00 1.008226749999999949e+00 6.361311760999999620e+00 0.000000000000000000e+00 1.417640015999999947e-01 0.000000000000000000e+00
1.469541600000000017e+03 4.282942917999999821e+00 4.286684800999999823e+00 9.564353495000000294e+01 3.551053968000000083e+01 -1.763943164999999924e+00 7.231290774999999948e-01 7.331899804999999937e+00 0.000000000000000000e+00 1.502146906000000059e-01 0.000000000000000000e+00
1.470157600000000002e+03 4.283956439999999866e+00 4.289480441000000255e+00 9.783302487000000269e+01 3.463591811999999948e+01 -1.790423587000000039e+00 6.967111165999999578e-01 7.424432054000000392e+00 0.000000000000000000e+00 1.502146906000000059e-01 0.000000000000000000e+00
1.481599300000000085e+03 4.302771060000000425e+00 4.341828197999999972e+00 8.141404719000000512e+01 4.242106731999999880e+01 1.578365207000000048e+00 -9.029328714000000033e-01 6.902967033999999558e+00 0.000000000000000000e+00 -1.190634334000000016e-01 0.000000000000000000e+00
1.481999299999999948e+03 4.303559117999999906e+00 4.343316201999999571e+00 8.015821621999999991e+01 4.315026035999999721e+01 1.561212212999999904e+00 -9.200497227999999694e-01 6.855341659999999671e+00 0.000000000000000000e+00 -1.190634334000000016e-01 0.000000000000000000e+00
1.488259299999999939e+03 4.317676921000000334e+00 4.363577045999999626e+00 6.229249339999999791e+01 5.634271548000000251e+01 1.292771042999999898e+00 -1.187296071000000008e+00 6.136463768999999679e+00 0.000000000000000000e+00 -1.106127444000000043e-01 0.000000000000000000e+00
1.494909300000000030e+03 4.337287572000000146e+00 4.379994908999999659e+00 4.699515921999999790e+01 7.402044397999999603e+01 1.007605701999999992e+00 -1.470870273000000061e+00 5.427347592000000276e+00 0.000000000000000000e+00 -1.021620553999999931e-01 0.000000000000000000e+00
1.501549299999999903e+03 4.363273833000000046e+00 4.392581775000000022e+00 3.550493472000000139e+01 9.543186359000000607e+01 7.228691871000000324e-01 -1.753570483000000069e+00 4.775449487999999576e+00 0.000000000000000000e+00 -9.371136635000000548e-02 0.000000000000000000e+00
1.506977000000000089e+03 4.389765857999999632e+00 4.400968225999999817e+00 3.234686353000000025e+01 1.038535320000000013e+02 -6.202281279000000369e-01 1.862615010000000071e+00 4.514860202999999572e+00 0.000000000000000000e+00 6.685364715000000069e-02 0.000000000000000000e+00
1.513586999999999989e+03 4.418319769000000008e+00 4.412440945000000170e+00 4.241648720999999966e+01 8.110356086999999548e+01 -9.031814080000000189e-01 1.579068222000000077e+00 4.983208177999999933e+00 0.000000000000000000e+00 7.530433618000000051e-02 0.000000000000000000e+00
1.520227000000000089e+03 4.440012556000000110e+00 4.427362397999999644e+00 5.629791774000000260e+01 6.202764978999999812e+01 -1.187418907999999940e+00 1.293753809999999893e+00 5.509673709000000308e+00 0.000000000000000000e+00 8.375502521000000034e-02 0.000000000000000000e+00
1.526876999999999953e+03 4.456440948000000013e+00 4.447072666000000396e+00 7.398341738000000589e+01 4.672322203000000229e+01 -1.472084481000000000e+00 1.007617860999999948e+00 6.093088737000000421e+00 0.000000000000000000e+00 9.220571424000000016e-02 0.000000000000000000e+00
1.533537000000000035e+03 4.469064999000000427e+00 4.473324047000000192e+00 9.549006606999999747e+01 3.521209108000000043e+01 -1.757178128000000061e+00 7.207463400000000409e-01 6.733622275000000101e+00 0.000000000000000000e+00 1.006564033000000025e-01 0.000000000000000000e+00
1.533847999999999956e+03 4.469580395999999567e+00 4.474738701999999790e+00 9.658717122999999560e+01 3.476796056999999962e+01 -1.770491207999999927e+00 7.073260403000000140e-01 6.764926415999999776e+00 0.000000000000000000e+00 1.006564033000000025e-01 0.000000000000000000e+00
1.539334700000000112e+03 4.478013483999999877e+00 4.501880545999999761e+00 1.026460399000000052e+02 3.249020407999999804e+01 1.846776967999999908e+00 -6.290740133000000123e-01 6.840967384999999901e+00 0.000000000000000000e+00 -1.492956685000000061e-01 0.000000000000000000e+00
1.545594700000000103e+03 4.488934383000000139e+00 4.528966800000000070e+00 8.120847433000000137e+01 4.204705762999999763e+01 1.577794989000000037e+00 -8.975254677999999764e-01 5.932837951999999859e+00 0.000000000000000000e+00 -1.408449794999999949e-01 0.000000000000000000e+00
1.552254699999999957e+03 4.503882534999999798e+00 4.550899002000000415e+00 6.209834767000000255e+01 5.590332158999999734e+01 1.291625457999999949e+00 -1.182886657999999924e+00 5.021271211000000179e+00 0.000000000000000000e+00 -1.323942904000000031e-01 0.000000000000000000e+00
1.558904700000000048e+03 4.523560853000000215e+00 4.567436675999999807e+00 4.682006996999999870e+01 7.352903654000000699e+01 1.005885616999999899e+00 -1.467458689999999955e+00 4.167309374000000233e+00 0.000000000000000000e+00 -1.239436014000000058e-01 0.000000000000000000e+00
1.565544699999999921e+03 4.549651185000000098e+00 4.580100916000000133e+00 3.535649686000000003e+01 9.490176925999999469e+01 7.205754644999999847e-01 -1.751156267000000044e+00 3.370783424999999944e+00 0.000000000000000000e+00 -1.154929123999999946e-01 0.000000000000000000e+00
1.570972400000000107e+03 4.576255585000000181e+00 4.588530855000000130e+00 3.221136984000000325e+01 1.033599200000000025e+02 -6.183109029000000145e-01 1.845887612999999927e+00 2.909767357000000221e+00 0.000000000000000000e+00 -9.107987127999999169e-03 0.000000000000000000e+00
1.577582400000000007e+03 4.604923549999999643e+00 4.600051613999999844e+00 4.226029447999999888e+01 8.081386895999999354e+01 -9.019671251999999972e-01 1.564946251000000066e+00 2.876014582999999902e+00 0.000000000000000000e+00 -6.572980983000000377e-04 0.000000000000000000e+00
1.584222400000000107e+03 4.626689271000000048e+00 4.615014334999999690e+00 5.613028819000000169e+01 6.190809593000000177e+01 -1.186910758000000010e+00 1.282253365000000089e+00 2.898100513999999794e+00 0.000000000000000000e+00 7.793390931000000049e-03 0.000000000000000000e+00
1.590872399999999971e+03 4.643161231999999750e+00 4.634740344999999984e+00 7.381373231999999973e+01 4.673914617999999876e+01 -1.472283527000000092e+00 9.987463667999999517e-01 2.976376326000000017e+00 0.000000000000000000e+00 1.624407996000000118e-02 0.000000000000000000e+00
1.591272400000000061e+03 4.644016865000000216e+00 4.636114122999999587e+00 7.499842533000000344e+01 4.594698702000000168e+01 -1.489448998999999940e+00 9.816515376000000126e-01 2.982873957999999881e+00 0.000000000000000000e+00 1.624407996000000118e-02 0.000000000000000000e+00
1.597532400000000052e+03 4.655810591999999914e+00 4.660943488000000023e+00 9.532774922000000117e+01 3.532863445000000269e+01 -1.758085432999999975e+00 7.145104294999999883e-01 3.111011031999999954e+00 0.000000000000000000e+00 2.469476899000000100e-02 0.000000000000000000e+00
1.602970100000000002e+03 4.664217022999999962e+00 4.687599324999999872e+00 1.038481579000000039e+02 3.223424396000000058e+01 1.855808992000000046e+00 -6.243331305000000553e-01 3.070873423000000102e+00 0.000000000000000000e+00 -8.779567221999999560e-02 0.000000000000000000e+00
1.610278099999999995e+03 4.677071456000000182e+00 4.718802088000000339e+00 7.900912071999999853e+01 4.366215453000000224e+01 1.543074032999999901e+00 -9.394203684999999915e-01 2.429262651000000162e+00 0.000000000000000000e+00 -8.779567221999999560e-02 0.000000000000000000e+00
1.614578099999999949e+03 4.686516334000000228e+00 4.733110217000000119e+00 6.652993601000000012e+01 5.253837318000000067e+01 1.359061947000000048e+00 -1.124816526999999899e+00 2.051741260000000011e+00 0.000000000000000000e+00 -8.779567221999999560e-02 0.000000000000000000e+00
1.622900100000000066e+03 4.710322649000000084e+00 4.754380678000000415e+00 4.687355192999999787e+01 7.424117216000000496e+01 1.002937554000000064e+00 -1.482786538000000043e+00 1.347562550999999997e+00 0.000000000000000000e+00 -7.934498318999999578e-02 0.000000000000000000e+00
1.629540099999999939e+03 4.736366423999999853e+00 4.766922844999999853e+00 3.544139684999999673e+01 9.582611796999999854e+01 7.187918426999999610e-01 -1.767786545000000098e+00 8.471681090999999553e-01 0.000000000000000000e+00 -7.089429415999999595e-02 0.000000000000000000e+00
1.631497900000000072e+03 4.745511666999999711e+00 4.770060746999999601e+00 3.279092219999999713e+01 1.029130629999999940e+02 6.350107120000000327e-01 -1.852064826999999969e+00 7.083712599999999471e-01 0.000000000000000000e+00 -7.089429415999999595e-02 0.000000000000000000e+00
1.641577900000000000e+03 4.791452936999999856e+00 4.786684216000000269e+00 4.243330324000000076e+01 8.156821621999999650e+01 -9.068319821000000447e-01 1.582374613000000041e+00 1.918001269999999869e-01 0.000000000000000000e+00 -4.160405969000000037e-02 0.000000000000000000e+00
1.648217900000000100e+03 4.813127570999999882e+00 4.801513249000000094e+00 5.636933027999999979e+01 6.244319653000000159e+01 -1.191990789999999967e+00 1.297843316000000025e+00 -5.799739131000000020e-02 0.000000000000000000e+00 -3.315337066000000055e-02 0.000000000000000000e+00
1.654867899999999963e+03 4.829530132000000364e+00 4.821082707000000411e+00 7.412177112999999906e+01 4.707917065000000179e+01 -1.477579058999999972e+00 1.012490413999999950e+00 -2.520144970000000040e-01 0.000000000000000000e+00 -2.470268163000000072e-02 0.000000000000000000e+00
1.655267900000000054e+03 4.830382213000000036e+00 4.822446639999999896e+00 7.531070574999999678e+01 4.627606080999999705e+01 -1.494757493000000048e+00 9.952841901000000213e-01 -2.618955695999999889e-01 0.000000000000000000e+00 -2.470268163000000072e-02 0.000000000000000000e+00
1.661527900000000045e+03 4.842127987999999661e+00 4.847127302999999721e+00 9.570776109999999903e+01 3.549792323999999866e+01 -1.763596788999999943e+00 7.264016273000000190e-01 -3.900821762000000192e-01 0.000000000000000000e+00 -1.625199260000000090e-02 0.000000000000000000e+00
1.667318600000000060e+03 4.851065971999999782e+00 4.875342602999999997e+00 1.029158984999999973e+02 3.277141444000000092e+01 1.853735941999999914e+00 -6.421559692999999625e-01 -4.543595002999999966e-01 0.000000000000000000e+00 -3.224290888000000128e-04 0.000000000000000000e+00
1.672107600000000048e+03 4.859164104999999623e+00 4.896480013999999770e+00 8.614944101999999759e+01 3.991040361999999675e+01 1.647299250000000104e+00 -8.485496418000000318e-01 -4.559036132000000019e-01 0.000000000000000000e+00 -3.224290888000000128e-04 0.000000000000000000e+00
1.679927599999999984e+03 4.876086979000000099e+00 4.922971538999999730e+00 6.302174236999999835e+01 5.581723232000000223e+01 1.310206970000000082e+00 -1.185571675000000047e+00 -4.584250086000000168e-01 0.000000000000000000e+00 -3.224290888000000128e-04 0.000000000000000000e+00
1.683837600000000066e+03 4.886818671000000336e+00 4.933251130000000373e+00 5.343493928000000182e+01 6.574728088999999898e+01 1.141660829999999960e+00 -1.354082691999999977e+00 -4.596857064000000048e-01 0.000000000000000000e+00 -3.224290888000000128e-04 0.000000000000000000e+00
1.690238599999999906e+03 4.908764220000000122e+00 4.946907685000000221e+00 4.058558848999999924e+01 8.484807062999999516e+01 8.657365739000000282e-01 -1.629949448999999939e+00 -4.617495750000000232e-01 0.000000000000000000e+00 -3.224290888000000128e-04 0.000000000000000000e+00
1.695163299999999936e+03 4.930212316999999622e+00 4.955338977000000256e+00 3.310404869999999988e+01 1.019473229000000032e+02 6.534503398000000018e-01 -1.842191445000000094e+00 -4.633374415000000024e-01 0.000000000000000000e+00 -3.224290888000000128e-04 0.000000000000000000e+00
1.702133299999999963e+03 4.963900867999999633e+00 4.966183244999999857e+00 3.660020036000000232e+01 9.314998353999999381e+01 -7.624869692000000310e-01 1.737532832000000083e+00 -5.455591140000000117e-01 0.000000000000000000e+00 -1.737279665000000112e-02 0.000000000000000000e+00
1.711859300000000076e+03 4.998512286000000415e+00 4.986374879999999621e+00 5.551927026999999981e+01 6.343286475000000024e+01 -1.182718654999999952e+00 1.317897848000000094e+00 -7.145269342000000190e-01 0.000000000000000000e+00 -1.737279665000000112e-02 0.000000000000000000e+00
1.714379300000000057e+03 5.005363988000000042e+00 4.993043055000000230e+00 6.175455429000000152e+01 5.706465199000000155e+01 -1.291600400000000093e+00 1.209170708000000038e+00 -7.583063817999999845e-01 0.000000000000000000e+00 -1.737279665000000112e-02 0.000000000000000000e+00
1.718397300000000087e+03 5.014905042999999729e+00 5.005268161000000049e+00 7.283140357999999992e+01 4.804431418000000065e+01 -1.465206293000000048e+00 1.035811325000000060e+00 -8.281102786999999799e-01 0.000000000000000000e+00 -1.737279665000000112e-02 0.000000000000000000e+00
1.724011299999999892e+03 5.025910514000000440e+00 5.026303033999999670e+00 9.064449600000000373e+01 3.777404717999999662e+01 -1.707770624999999987e+00 7.935914193999999977e-01 -9.256411590999999994e-01 0.000000000000000000e+00 -1.737279665000000112e-02 0.000000000000000000e+00
1.731314000000000078e+03 5.037408045000000278e+00 5.061125911000000421e+00 1.031965617000000037e+02 3.272166500000000156e+01 1.853238831000000086e+00 -6.391144675000000053e-01 -9.846125920999999614e-01 0.000000000000000000e+00 1.843502589999999886e-02 0.000000000000000000e+00
1.735849999999999909e+03 5.045018283000000103e+00 5.081284480999999964e+00 8.726812696000000358e+01 3.940535194999999646e+01 1.658320849000000097e+00 -8.343614906999999858e-01 -9.009913147000000455e-01 0.000000000000000000e+00 1.843502589999999886e-02 0.000000000000000000e+00
1.741463999999999942e+03 5.056459732999999623e+00 5.101441530999999863e+00 7.000282789999999977e+01 5.013017643999999962e+01 1.417079766999999935e+00 -1.076009812999999982e+00 -7.974970793000000224e-01 0.000000000000000000e+00 1.843502589999999886e-02 0.000000000000000000e+00
1.747932000000000016e+03 5.073317222000000015e+00 5.119396457999999761e+00 5.346919093000000345e+01 6.585018098000000464e+01 1.139141162999999901e+00 -1.354417605000000080e+00 -6.782593317999999760e-01 0.000000000000000000e+00 1.843502589999999886e-02 0.000000000000000000e+00
1.758236000000000104e+03 5.111843880000000340e+00 5.139832364000000098e+00 3.455614044000000007e+01 9.833209132999999724e+01 6.963645130000000183e-01 -1.797941706999999889e+00 -4.883048248999999896e-01 0.000000000000000000e+00 1.843502589999999886e-02 0.000000000000000000e+00
1.758411000000000058e+03 5.112652721999999983e+00 5.140114706000000311e+00 3.431372885999999767e+01 9.896268913999999484e+01 6.888445292000000553e-01 -1.805474384999999904e+00 -4.850786953999999818e-01 0.000000000000000000e+00 1.843502589999999886e-02 0.000000000000000000e+00
1.764173700000000053e+03 5.140856237000000384e+00 5.148942361999999662e+00 3.398962259999999702e+01 9.985554826999999989e+01 -6.809789964000000362e-01 1.816855542999999962e+00 -4.228629917000000238e-01 0.000000000000000000e+00 2.633495924999999793e-03 0.000000000000000000e+00
1.783502199999999903e+03 5.202772033999999657e+00 5.195119230000000421e+00 7.640258283000000006e+01 4.571261851999999948e+01 -1.513343389000000094e+00 9.843411225000000542e-01 -3.719614656999999935e-01 0.000000000000000000e+00 2.633495924999999793e-03 0.000000000000000000e+00
1.784502199999999903e+03 5.204814572000000084e+00 5.198676898999999629e+00 7.947233369999999297e+01 4.378700812999999670e+01 -1.556407485999999896e+00 9.412692637999999778e-01 -3.693279697999999889e-01 0.000000000000000000e+00 2.633495924999999793e-03 0.000000000000000000e+00
1.785022699999999986e+03 5.205846415999999977e+00 5.200590103999999769e+00 8.110422083000000271e+01 4.281881586000000084e+01 -1.578822348000000098e+00 9.188503613999999819e-01 -3.679572351000000019e-01 0.000000000000000000e+00 2.633495924999999793e-03 0.000000000000000000e+00
1.788584700000000112e+03 5.212379387999999558e+00 5.214887025000000342e+00 9.289814178000000311e+01 3.681941490999999900e+01 -1.732216659999999964e+00 7.654284006999999557e-01 -3.585767226000000085e-01 0.000000000000000000e+00 2.633495924999999793e-03 0.000000000000000000e+00
1.794956400000000031e+03 5.222285432999999699e+00 5.245624720000000352e+00 1.047489877000000007e+02 3.222707685000000311e+01 1.874037168000000086e+00 -6.150783920000000293e-01 -3.228401001999999798e-01 0.000000000000000000e+00 1.476160695000000057e-02 0.000000000000000000e+00
1.801576399999999921e+03 5.233675516999999999e+00 5.274335864000000207e+00 8.182468824000000041e+01 4.224243077999999940e+01 1.588886865000000093e+00 -8.977377630999999747e-01 -1.986690184000000081e-01 0.000000000000000000e+00 2.321229597999999866e-02 0.000000000000000000e+00
1.808236400000000003e+03 5.248510536000000393e+00 5.296179684000000165e+00 6.257150639000000325e+01 5.609309944999999686e+01 1.302013579999999893e+00 -1.181834126999999901e+00 -1.762651215999999979e-02 0.000000000000000000e+00 3.166298500999999849e-02 0.000000000000000000e+00
1.814886400000000094e+03 5.268042847000000251e+00 5.312670430999999915e+00 4.715974111999999963e+01 7.369641941999999801e+01 1.015571039999999980e+00 -1.465143553999999959e+00 2.193803243999999930e-01 0.000000000000000000e+00 4.011367403999999831e-02 0.000000000000000000e+00
1.821526399999999967e+03 5.293958557999999925e+00 5.325311692999999735e+00 3.557220587999999850e+01 9.503003995000000259e+01 7.295592458999999863e-01 -1.747581127999999984e+00 5.121824772999999942e-01 0.000000000000000000e+00 4.856436306999999813e-02 0.000000000000000000e+00
1.822066399999999931e+03 5.296401458000000062e+00 5.326207175000000404e+00 3.479684242999999810e+01 9.692986740999999995e+01 7.062989898999999516e-01 -1.770617858999999905e+00 5.384072333999999627e-01 0.000000000000000000e+00 4.856436306999999813e-02 0.000000000000000000e+00
1.833564100000000053e+03 5.349005637000000313e+00 5.345250496000000240e+00 4.233458565000000107e+01 8.080059796999999833e+01 -8.961415383999999928e-01 1.570776246000000098e+00 1.329219869999999970e+00 0.000000000000000000e+00 8.249281273000000358e-02 0.000000000000000000e+00
1.833944099999999935e+03 5.350422792999999899e+00 5.346004555999999575e+00 4.302180334999999900e+01 7.961300455999999315e+01 -9.123260944000000094e-01 1.554469579000000046e+00 1.360567139000000036e+00 0.000000000000000000e+00 8.249281273000000358e-02 0.000000000000000000e+00
1.840204099999999926e+03 5.370755504999999985e+00 5.360224205999999825e+00 5.611298718999999835e+01 6.182769082000000083e+01 -1.178942189000000029e+00 1.286533538000000032e+00 1.903416350000000090e+00 0.000000000000000000e+00 9.094350176000000341e-02 0.000000000000000000e+00
1.845520600000000059e+03 5.384287023999999811e+00 5.375564423000000147e+00 6.985251965000000496e+01 4.936181763999999816e+01 -1.405376903999999927e+00 1.058218306000000108e+00 2.386917476999999899e+00 0.000000000000000000e+00 9.094350176000000341e-02 0.000000000000000000e+00
1.850469800000000077e+03 5.394528172000000232e+00 5.393341653000000235e+00 8.480674951999999678e+01 3.993906075000000300e+01 -1.616167966999999983e+00 8.456766440999999856e-01 2.837015055999999813e+00 0.000000000000000000e+00 9.094350176000000341e-02 0.000000000000000000e+00
1.858951800000000048e+03 5.408360798000000358e+00 5.433055232000000068e+00 1.034618142000000063e+02 3.207846905000000248e+01 1.855528365000000068e+00 -6.195375873999999783e-01 3.421577955000000060e+00 0.000000000000000000e+00 -3.073064051000000060e-02 0.000000000000000000e+00
1.865571799999999939e+03 5.419895864999999979e+00 5.461858831999999886e+00 8.077681418000000235e+01 4.216907539000000327e+01 1.571247311999999896e+00 -9.046456618999999533e-01 3.244593743999999891e+00 0.000000000000000000e+00 -2.227995148000000078e-02 0.000000000000000000e+00
1.872231800000000021e+03 5.434926027000000381e+00 5.483714892000000063e+00 6.175276441999999832e+01 5.612815389000000010e+01 1.285248528999999973e+00 -1.191203411999999906e+00 3.122661266999999796e+00 0.000000000000000000e+00 -1.382926244999999922e-02 0.000000000000000000e+00
1.878881800000000112e+03 5.454715326999999725e+00 5.500180750000000174e+00 4.655816518999999687e+01 7.387241554000000576e+01 9.996791789000000206e-01 -1.476967678000000062e+00 3.057148043000000204e+00 0.000000000000000000e+00 -5.378573424999999811e-03 0.000000000000000000e+00
1.879261799999999994e+03 5.456024979000000386e+00 5.500993263999999883e+00 4.580461001999999837e+01 7.500112978999999314e+01 9.833607477000000374e-01 -1.493332984999999891e+00 3.055104184999999806e+00 0.000000000000000000e+00 -5.378573424999999811e-03 0.000000000000000000e+00
1.885521799999999985e+03 5.480947303999999853e+00 5.512783724000000163e+00 3.517588229999999783e+01 9.537931955000000528e+01 7.145392608999999728e-01 -1.761852807999999992e+00 3.047885057999999869e+00 0.000000000000000000e+00 3.072115605000000013e-03 0.000000000000000000e+00
1.890949499999999944e+03 5.507675281000000034e+00 5.521170702000000041e+00 3.208085407000000089e+01 1.038977217000000053e+02 -6.197118437999999951e-01 1.854148598999999953e+00 3.234650341000000040e+00 0.000000000000000000e+00 1.144089419000000052e-01 0.000000000000000000e+00
1.897559500000000071e+03 5.536437259000000388e+00 5.532630925000000310e+00 4.215828893999999849e+01 8.124563646999999378e+01 -9.048794300000000401e-01 1.572726469000000016e+00 4.017335275999999844e+00 0.000000000000000000e+00 1.228596309000000025e-01 0.000000000000000000e+00
1.904199499999999944e+03 5.558239870000000415e+00 5.547513787999999835e+00 5.607703851000000128e+01 6.223976275999999785e+01 -1.191341286000000110e+00 1.289548259000000030e+00 4.859564426000000381e+00 0.000000000000000000e+00 1.313103200000000081e-01 0.000000000000000000e+00
1.910849500000000035e+03 5.574717909000000304e+00 5.567136769000000207e+00 7.382951927999999953e+01 4.697703582999999838e+01 -1.478234564999999945e+00 1.005552991000000063e+00 5.759218624999999925e+00 0.000000000000000000e+00 1.397610089999999916e-01 0.000000000000000000e+00
1.917509499999999889e+03 5.587358927000000364e+00 5.593216885000000360e+00 9.543294484000000466e+01 3.547912816000000191e+01 -1.765559268000000070e+00 7.208259819000000235e-01 6.716466887000000163e+00 0.000000000000000000e+00 1.482116980000000028e-01 0.000000000000000000e+00
1.919767200000000003e+03 5.590972544000000433e+00 5.603815838000000049e+00 1.036250565999999935e+02 3.244262673000000063e+01 -1.862961705000000023e+00 6.241274795000000264e-01 7.051084438000000176e+00 0.000000000000000000e+00 1.482116980000000028e-01 0.000000000000000000e+00
1.929567199999999957e+03 5.607216805000000193e+00 5.648374722999999875e+00 8.135078862999999672e+01 4.243729244000000023e+01 1.571261376999999904e+00 -9.051242189999999521e-01 6.442053935999999759e+00 0.000000000000000000e+00 -9.920828589999999836e-02 0.000000000000000000e+00
1.936227200000000039e+03 5.622125999999999735e+00 5.670109912000000030e+00 6.231313671000000198e+01 5.639154255999999776e+01 1.287276853999999915e+00 -1.189999715999999985e+00 5.807784476000000140e+00 0.000000000000000000e+00 -9.075759686999999853e-02 0.000000000000000000e+00
1.942877199999999903e+03 5.641715999999999731e+00 5.686510839000000317e+00 4.707818649000000022e+01 7.410862744000000646e+01 1.003718738999999971e+00 -1.474084622999999983e+00 5.230703552999999673e+00 0.000000000000000000e+00 -8.230690783999999871e-02 0.000000000000000000e+00
1.943257200000000012e+03 5.643011111999999940e+00 5.687320794999999762e+00 4.632151757999999830e+01 7.523511417000000279e+01 9.875152369999999902e-01 -1.490354141000000077e+00 5.199426928000000281e+00 0.000000000000000000e+00 -8.230690783999999871e-02 0.000000000000000000e+00
1.949517200000000003e+03 5.667633511000000013e+00 5.699081341000000300e+00 3.562892448000000201e+01 9.556611524999999574e+01 7.205870321999999772e-01 -1.757293793999999965e+00 4.710642151000000055e+00 0.000000000000000000e+00 -7.385621880999999889e-02 0.000000000000000000e+00
1.954944899999999961e+03 5.694014186000000421e+00 5.707455480000000136e+00 3.250446267000000233e+01 1.040125474000000025e+02 -6.266571520999999478e-01 1.864365298000000060e+00 4.557934683000000042e+00 0.000000000000000000e+00 8.714746622999999803e-02 0.000000000000000000e+00
1.961554900000000089e+03 5.722415487000000134e+00 5.718909812999999787e+00 4.266078396999999711e+01 8.123929264000000217e+01 -9.098686631000000302e-01 1.580840390000000095e+00 5.160423291999999940e+00 0.000000000000000000e+00 9.559815525999999786e-02 0.000000000000000000e+00
1.968194899999999961e+03 5.743981254999999564e+00 5.733805270999999593e+00 5.663274267999999978e+01 6.213970453999999677e+01 -1.194365566000000101e+00 1.295547411999999898e+00 5.821638272000000391e+00 0.000000000000000000e+00 1.040488442999999985e-01 0.000000000000000000e+00
1.974844900000000052e+03 5.760313393999999754e+00 5.753479042000000376e+00 7.441235944999999674e+01 4.681128231000000284e+01 -1.479290932999999919e+00 1.009432384999999988e+00 6.540005685999999763e+00 0.000000000000000000e+00 1.124995332999999959e-01 0.000000000000000000e+00
1.981504899999999907e+03 5.772866289000000428e+00 5.779681565999999826e+00 9.601672981000000107e+01 3.527584550000000263e+01 -1.764644764000000032e+00 7.225812651999999892e-01 7.315694548999999824e+00 0.000000000000000000e+00 1.209502222999999932e-01 0.000000000000000000e+00
1.983072100000000091e+03 5.775391101000000305e+00 5.786981734000000266e+00 1.016530680999999987e+02 3.311696615999999693e+01 -1.831793640999999973e+00 6.549578756999999696e-01 7.505247737999999558e+00 0.000000000000000000e+00 1.209502222999999932e-01 0.000000000000000000e+00
1.993562599999999975e+03 5.792633239999999795e+00 5.835241598999999724e+00 8.159787932999999782e+01 4.209099831000000336e+01 1.588875091000000017e+00 -8.968936228999999649e-01 6.570518988999999976e+00 0.000000000000000000e+00 -1.437471604999999986e-01 0.000000000000000000e+00
2.000222600000000057e+03 5.807515345999999745e+00 5.857155899000000332e+00 6.235014454000000228e+01 5.593566011000000060e+01 1.301207468000000089e+00 -1.181776472999999994e+00 5.639623938999999808e+00 0.000000000000000000e+00 -1.352964714999999873e-01 0.000000000000000000e+00
2.000612599999999929e+03 5.808519015999999979e+00 5.858256488000000317e+00 6.134177249999999759e+01 5.686396256999999821e+01 1.284361878999999984e+00 -1.198486248000000032e+00 5.586858314999999742e+00 0.000000000000000000e+00 -1.352964714999999873e-01 0.000000000000000000e+00
2.006872599999999920e+03 5.827125437000000296e+00 5.873687150000000301e+00 4.695437479000000280e+01 7.354343513000000598e+01 1.013971783999999987e+00 -1.465871222000000085e+00 4.766362812999999754e+00 0.000000000000000000e+00 -1.268457823999999956e-01 0.000000000000000000e+00
2.013512600000000020e+03 5.853164406000000319e+00 5.886350806000000269e+00 3.539333592999999922e+01 9.489192423000000076e+01 7.271680382999999859e-01 -1.749092716000000047e+00 3.950566599000000068e+00 0.000000000000000000e+00 -1.183950933999999983e-01 0.000000000000000000e+00
2.018940299999999979e+03 5.879767338999999815e+00 5.894782456999999809e+00 3.218136067999999739e+01 1.033286918000000014e+02 -6.118804050999999689e-01 1.847190094999999976e+00 3.505500873999999989e+00 0.000000000000000000e+00 8.677726961000000253e-03 0.000000000000000000e+00
2.025550300000000107e+03 5.908491452999999893e+00 5.906308236000000100e+00 4.213628343999999970e+01 8.076802184999999668e+01 -8.941763016999999536e-01 1.565855306000000002e+00 3.589310345999999985e+00 0.000000000000000000e+00 1.712841598999999965e-02 0.000000000000000000e+00
