# s  	mu_x  	mu_y  	beta_x  	beta_y  	alpha_x  	alpha_y  	D_x  	D_y  	Dp_x  	Dp_y
4.151831000000000245e+02 1.201780671000000078e+00 1.220084978000000042e+00 3.330686639000000326e+01 1.003975171999999958e+02 6.596374782999999686e-01 -1.818305502000000073e+00 3.205128005999999807e+00 0.000000000000000000e+00 -1.156492301999999944e-01 0.000000000000000000e+00
4.256650999999999954e+02 1.249764367000000043e+00 1.237506562999999948e+00 4.225290090000000021e+01 8.079598803000000373e+01 -8.968734524999999458e-01 1.563003707000000020e+00 2.892441054999999928e+00 0.000000000000000000e+00 -3.167500614000000217e-04 0.000000000000000000e+00
4.323050999999999817e+02 1.271548464999999961e+00 1.252470337000000100e+00 5.604602168000000262e+01 6.191311300000000273e+01 -1.180427051999999977e+00 1.280747531000000050e+00 2.916788201000000136e+00 0.000000000000000000e+00 8.133938967999999881e-03 0.000000000000000000e+00
4.326951000000000249e+02 1.272646914999999934e+00 1.253481018000000002e+00 5.697325011000000217e+01 6.092061630999999977e+01 -1.197081741999999949e+00 1.264115794999999931e+00 2.919960436999999853e+00 0.000000000000000000e+00 8.133938967999999881e-03 0.000000000000000000e+00
4.389551000000000158e+02 1.288053029000000071e+00 1.272190850999999956e+00 7.363397593999999913e+01 4.676127999999999929e+01 -1.464407695000000009e+00 9.976783543999999671e-01 2.997328631999999882e+00 0.000000000000000000e+00 1.658462800000000056e-02 0.000000000000000000e+00
4.456150999999999840e+02 1.300737465999999953e+00 1.298375234000000100e+00 9.503380253999999638e+01 3.536207231000000206e+01 -1.748815382000000085e+00 7.138812186999999865e-01 3.134231361999999965e+00 0.000000000000000000e+00 2.503531703000000039e-02 0.000000000000000000e+00
4.510527999999999906e+02 1.309171568000000008e+00 1.325000570000000044e+00 1.034875846999999993e+02 3.227689339999999873e+01 1.852866456000000106e+00 -6.260813982999999805e-01 3.094614819999999877e+00 0.000000000000000000e+00 -8.831616384000000319e-02 0.000000000000000000e+00
4.579397999999999911e+02 1.321229757000000005e+00 1.354611440000000000e+00 7.999800154999999791e+01 4.294604471000000245e+01 1.557846942999999929e+00 -9.230911444999999604e-01 2.486381399999999964e+00 0.000000000000000000e+00 -8.831616384000000319e-02 0.000000000000000000e+00
4.647228000000000065e+02 1.336729046000000087e+00 1.376412793000000079e+00 6.083514857000000120e+01 5.745289371999999872e+01 1.267282494999999898e+00 -1.215615772000000039e+00 1.887332859999999890e+00 0.000000000000000000e+00 -8.831616384000000319e-02 0.000000000000000000e+00
4.709827999999999975e+02 1.355474757999999946e+00 1.391679364999999891e+00 4.664760588000000041e+01 7.435777296999999919e+01 9.991250680000000051e-01 -1.484747873000000107e+00 1.360930589000000079e+00 0.000000000000000000e+00 -7.986547481000000337e-02 0.000000000000000000e+00
4.776227999999999838e+02 1.381646783999999961e+00 1.404202307000000038e+00 3.526800452999999891e+01 9.596922836000000245e+01 7.146895210000000498e-01 -1.769817388999999963e+00 8.570801210999999808e-01 0.000000000000000000e+00 -7.141478578000000355e-02 0.000000000000000000e+00
4.787604999999999791e+02 1.386900167000000073e+00 1.406050207999999913e+00 3.369724674999999792e+01 1.000520036000000061e+02 6.659536853999999950e-01 -1.818804599999999994e+00 7.758315193999999471e-01 0.000000000000000000e+00 -7.141478578000000355e-02 0.000000000000000000e+00
4.896605000000000132e+02 1.436971414000000058e+00 1.423935895000000063e+00 4.228956597999999900e+01 8.167383818999999789e+01 -9.073378537999999827e-01 1.585377846000000090e+00 1.978090315000000099e-01 0.000000000000000000e+00 -4.183694008000000270e-02 0.000000000000000000e+00
4.900405000000000086e+02 1.438389923999999986e+00 1.424681885000000037e+00 4.298536837999999705e+01 8.047516278999999884e+01 -9.237210806000000218e-01 1.569031110000000062e+00 1.819109942000000091e-01 0.000000000000000000e+00 -4.183694008000000270e-02 0.000000000000000000e+00
4.963004999999999995e+02 1.458708244999999959e+00 1.438747173000000101e+00 5.623970324999999804e+01 6.251161585999999915e+01 -1.193609978000000016e+00 1.300442746000000094e+00 -5.353479527999999849e-02 0.000000000000000000e+00 -3.338625105000000287e-02 0.000000000000000000e+00
5.029504999999999768e+02 1.475140968999999913e+00 1.458298239999999968e+00 7.402109368000000700e+01 4.711571124000000310e+01 -1.480313240000000086e+00 1.014684643999999913e+00 -2.491005381999999990e-01 0.000000000000000000e+00 -2.493556201999999958e-02 0.000000000000000000e+00
5.096105000000000018e+02 1.487751159000000101e+00 1.484328936999999904e+00 9.565093946000000358e+01 3.550794293999999951e+01 -1.767447639000000015e+00 7.281893850999999751e-01 -3.887191835000000095e-01 0.000000000000000000e+00 -1.648487298999999975e-02 0.000000000000000000e+00
5.154012000000000171e+02 1.496691983999999920e+00 1.512544273000000050e+00 1.029116877000000017e+02 3.276208419000000305e+01 1.848725152999999954e+00 -6.403913213999999909e-01 -4.543855475999999949e-01 0.000000000000000000e+00 -5.711357524999999876e-04 0.000000000000000000e+00
5.193451999999999771e+02 1.503252843999999921e+00 1.530258979000000075e+00 8.899669330999999772e+01 3.848299391999999841e+01 1.679417436000000041e+00 -8.101436023000000430e-01 -4.566381070000000153e-01 0.000000000000000000e+00 -5.711357524999999876e-04 0.000000000000000000e+00
5.246861999999999853e+02 1.513859121999999946e+00 1.550013182999999906e+00 7.228173015999999507e+01 4.836473724999999746e+01 1.450139416000000070e+00 -1.040023656000000019e+00 -4.596885431000000133e-01 0.000000000000000000e+00 -5.711357524999999876e-04 0.000000000000000000e+00
5.317441999999999780e+02 1.531886005999999911e+00 1.570071656999999954e+00 5.395003212000000303e+01 6.518979629000000386e+01 1.147154156999999897e+00 -1.343804487999999964e+00 -4.637196191999999884e-01 0.000000000000000000e+00 -5.711357524999999876e-04 0.000000000000000000e+00
5.363522000000000389e+02 1.546911622000000097e+00 1.580331515999999992e+00 4.428937643999999807e+01 7.848820892000000526e+01 9.493423019000000185e-01 -1.542135752999999943e+00 -4.663514127000000231e-01 0.000000000000000000e+00 -5.711357524999999876e-04 0.000000000000000000e+00
5.428210000000000264e+02 1.573645219999999956e+00 1.591948813999999990e+00 3.380350031999999771e+01 1.002407960999999972e+02 6.716501733999999946e-01 -1.820557039999999960e+00 -4.700459757000000072e-01 0.000000000000000000e+00 -5.711357524999999876e-04 0.000000000000000000e+00
5.477269999999999754e+02 1.597857316000000028e+00 1.599409821999999926e+00 3.322810178999999664e+01 1.019105222999999967e+02 -6.595251556000000237e-01 1.842579074999999955e+00 -5.109808595999999481e-01 0.000000000000000000e+00 -1.789734071000000093e-02 0.000000000000000000e+00
5.538099999999999454e+02 1.623627036000000023e+00 1.610067699000000019e+00 4.284987447999999688e+01 8.108952979999999400e+01 -9.222227791999999535e-01 1.580237381999999968e+00 -6.198503831999999658e-01 0.000000000000000000e+00 -1.789734071000000093e-02 0.000000000000000000e+00
5.598189999999999600e+02 1.643289400000000011e+00 1.623394616999999984e+00 5.549249472000000338e+01 6.365547106000000355e+01 -1.181724672999999948e+00 1.321087088000000076e+00 -7.273955035000000402e-01 0.000000000000000000e+00 -1.789734071000000093e-02 0.000000000000000000e+00
5.685009999999999764e+02 1.664183533000000104e+00 1.649632457000000052e+00 7.926716355000000647e+01 4.396690597999999994e+01 -1.556661507999999916e+00 9.466582569000000502e-01 -8.827802155999999734e-01 0.000000000000000000e+00 -1.789734071000000093e-02 0.000000000000000000e+00
5.747960000000000491e+02 1.675413556000000082e+00 1.675755254000000027e+00 1.005768462999999997e+02 3.375747421999999887e+01 -1.828514465999999894e+00 6.751736341999999835e-01 -9.954439753999999585e-01 0.000000000000000000e+00 -1.789734071000000093e-02 0.000000000000000000e+00
5.793967000000000098e+02 1.682371913999999968e+00 1.698557048999999930e+00 1.035670262000000008e+02 3.269075338999999758e+01 1.863287844000000026e+00 -6.398073163999999924e-01 -1.008275138999999987e+00 0.000000000000000000e+00 1.876330307000000086e-02 0.000000000000000000e+00
5.916937000000000353e+02 1.706452147000000030e+00 1.745409497000000032e+00 6.427057430000000693e+01 5.494535982000000018e+01 1.332325065000000031e+00 -1.169951683999999936e+00 -7.775428007000000363e-01 0.000000000000000000e+00 1.876330307000000086e-02 0.000000000000000000e+00
5.923037000000000489e+02 1.707982005999999942e+00 1.747153699999999921e+00 6.266120434999999844e+01 5.638874272999999704e+01 1.305986341000000106e+00 -1.196249810999999941e+00 -7.660971858999999773e-01 0.000000000000000000e+00 1.876330307000000086e-02 0.000000000000000000e+00
